jobNumber,jobName,sales,location,region,description,priority,currentStatus,jobNotes,readyForInstall,orderDate,mfgTarget,mfgTargetModified,installTarget,scheduledInstall,dateInstalled,dateToAdmin,vendor,poNumber,vendorStatus,mfgRegion,installRegion,ulSign,value,totalHrsMfg,totalHrsInstall,dip,vinylDueDate,sketchFile,process,isActive,dept_graphics,dept_routingType,dept_metal,dept_assembly,dept_plexApplication,dept_vinyl
J37853,FIDELITY BANK,CC,Wichita,WK,"Furnish and install a set of edge lit/back lit channel letters for the 5th floor elevator lobby area. Letters to be 2"" deep, with black faces and returns, with 1/4"" white acrylic backs. Letters to mount flush to wall, as shown on design CC-J37853. Letters to be populated with white LED to create edge lighting around the back perimeter of each letter. Wires will need to be pulled through and up the wall, into the area above the drop ceiling where the LED drivers will be placed. 120V electrical service will need to be provided to the drivers by licensed electrician. Coordination between facilities and Lumineo to make sure we can have access to pull wiring.",,Outsourced - Vendor,,,2026-06-01,2026-07-20,,2026-07-26,,,,,,,WK,WK,False,1002.7,0.0,0.0,7.0,,J37853 FIDELITY BANK_ EDGE LIT LETTERS.pdf,Added,True,,,,,,
J35285,Rockwell Library,CC,Wichita,WK,"Furnish labor and material to fabricate and install a total of six wall signs with printed copy for art pieces. Reference design CC-J35285 for size, style, and copy on each sign. NOTE: Copy on sign faces is too small for raised lettering, so all copy to be digitally printed on sign faces.",,Outsourced - Vendor,,,2026-06-01,2026-07-20,,2026-07-26,,,,,,,WK,WK,False,1014.89,0.0,0.0,7.0,,J35285 Hutton Construction_Type 2 signs.pdf,Added,True,,,,,,
J35289,Angelou Library,CC,Wichita,WK,"Furnish labor and materials to produce and install two interior signs and one exterior sign for Angelou Library art pieces. Reference design CC-J35289 for sign sizes, style, and copy per each sign. NOTE: Copy on sign faces are too small for raised lettering, so all copy to be digitally printed on sign faces.",,Outsourced - Vendor,,,2026-06-01,2026-07-20,,2026-07-26,,,,,,,WK,WK,False,549.24,0.0,0.0,7.0,,J35289 Hutton Construction_Type 2 signs.pdf,Added,True,,,,,,
J35287,Alford Library,CC,Wichita,WK,"Furnish and install two interior room signs for art pieces. Reference design CC-J35287. NOTE: Copy on face plates is too small for raised lettering, so all copy to be directly printed to face plates.",,Outsourced - Vendor,,,2026-06-01,2026-07-20,,2026-07-26,,,,,,,WK,WK,False,398.96,0.0,0.0,7.0,,J35287 Hutton Construction_Type 2 signs.pdf,Added,True,,,,,,
J38014,CONV/VISITORS BUREAU LIBERAL,NH,Liberal,WK,"SOUTH HWY 83: Furnish and install (1) new 10'x24' vinyl wrap, to fit the customer-owned roadsign structure. Dispose of the old wrap & install the new one, using the existing rod & straps. **ASSUMES THE EXISTING PLYWOOD BAKER PANELS & HARDWARE ARE IN GOOD CONDITION.",,Outsourced - Vendor,shipping to dodge,,2026-06-02,2026-07-21,,2026-07-27,,,,INDEPENDENT'S,20367,ORDERED,WK,WK,False,1649.2,0.0,0.0,6.0,,J38014 CONV VISITORS BUREAU LIBERAL.pdf,Added,True,,,,,,
J37430,Childrens Mercy Hospital-Clinic,CC,Wichita,WK,Furnish and install interior ADA and room signs and vinyl,,Outsourced - Vendor,,,2026-06-02,2026-07-21,,2026-07-27,,,,bg automation,20314,ORDERED,WK,WK,False,,0.0,0.0,6.0,,"CC-J37430 CMH Interior Sign Samples.pdf, J37430 DONDLINGER & SONS CONSTRUCTION_ADA_SIGNS.pdf",Added,True,,,,,,
J37931,Elite Landscape Solutions LLC,DW,Wichita,WK,Small Pylon LED conversion,,Outsourced - Vendor,,,2026-06-02,2026-07-21,,2026-07-27,,,,GRIMCO,20347,ORDERED,WK,WK,False,1629.26,0.0,0.0,6.0,,,Added,True,,,,,,
J37864,Benjamin F. Edwards Investments,DP,Abilene,WK,"Extensive rusting was found on (3) awnings when they were removed from the building. Quote needed to remove (3) existing, non-illuminated awnings from side elevation of building. (This has been done) Furnish and install (3) new frames with awning covers (No graphics or hanging valance) Awning color: Ferrari Precontraint 502-2161 Blue",,Outsourced - Vendor,,,2026-06-03,2026-07-22,,2026-07-28,,,,Endura,20358,ORDERED,WK,WK,False,9860.86,0.0,0.0,5.0,,J36976 Benjamin F Edwards Investments_Awnings.pdf,Added,True,,,,,,
J36568,EQUITY BANK,DW,Liberal,WK,"Liberal S Kansas Teller Desk Sign Non-Illuminated Fabricate and install (1) 2""deep foam logo with black laminate and black edges.",,Equity Bank Upcoming,Sept. 1 install?,Survey needed,2026-04-29,2026-06-17,,2026-06-23,,,,"GEMINI,GREGORY",,,WK,WK,False,3133.23,0.0,0.0,40.0,,J36568 Equity Bank_Interior Logo.pdf,In Process,True,,,,,,
J35774,Gene's Heartland Foods,JL,Eudora,NEK,Gene's Heartland Foods - EMC Retrofit in pylon Supply and install new 6mm resolution 3' x 6' watchfire electronic message center in existing pylon to replace 3' x 6' changeable copy board. Message center to be installed above tenant panels and below Gene's signage.,,Upcoming Mfg.,top and bottom angle iron. need to test EMC and send to NEK. wait for filler sizes,Survey needed,2026-04-02,2026-05-21,,2026-05-27,,,,,,,NEK,NEK,False,33000.0,0.0,0.0,67.0,,J35774 NEW Gene's Heartland_EMC Sign.pdf,In Process,True,,,,,,
J36133,Peachy Cheeks Co.,DP,Salina,WK,"Halo-Lit Formed Letters on Aluminum Pan Furnish and install halo letters on aluminum pan sign. Letters to be fabricated 2""d trimless aluminum with warm white LEDs. Letters to flush mount to aluminum pan sign. Pan sign to be painted Blue (color match of blue on building (Light Navy 197/PMS 289 C), letters to be brushed bronze finish. Copy to be ""Peachy Cheeks Co"". *Survey wood band to make sure sign will fit - It can not go on the upper brick and tile band area",Rush,Upcoming Mfg.,need to survey band area,Survey needed,2026-04-13,2026-06-01,,2026-06-07,,,,GEMINI,,,WK,WK,False,8302.03,0.0,0.0,56.0,,J36133 Peachy Cheeks Co_Halo lit letters on pan.pdf,In Process,True,,,,,,
J36982,OUTLAW GOLF CARTS,SP,Olathe,NEK,"SERVICE CENTER WALL SIGN CABINET NEW SERVICE CENTER WALL SIGN CABINET - Produce/install one (1) single faced, internally illuminated aluminum fabricated wall sign cabinet (sized 9' x 18') with white flex face having digital print graphics to match 3630-33 red and 7125-22 black. Sign to be mounted flush onto the EIFS facade wall area. Cabinet to be painted a TBD custom duranodic bronze to match the new bldg facade color and with white LED lighting. ** Customer to provide electrical feed to sign location and substrate backing in sign area to support sign installation. City review and sign permit fees are additional charge, billed at cost of what city charges. **",,Upcoming Mfg.,start production late may,Survey needed,2026-04-28,2026-06-16,,2026-06-22,,,,,,,NEK,NEK,False,22184.0,,0.0,41.0,,J36982 Outlaw Golf Carts_tenant cabinets.pdf,In Process,True,,,in_progress,in_progress,,
J36566,EQUITY BANK,DW,Liberal,WK,Liberal S Kansas ITM Wrap & Topper Install (2) ITM wraps and toppers from bulk inventory. Install will be done at Wichita warehouse staging area. TOPPERS TO BE INSTALLED ON LAST TRIP,,Upcoming Mfg.,9/1/26 Install target,Survey needed,2026-04-29,2026-06-17,2026-09-01,2026-06-23,,,,,,,WK,WK,False,1567.0,,0.0,40.0,2026-08-17,J36566 SIGNED SKETCH.pdf,In Process,True,,,,,,in_progress
J36563,EQUITY BANK,DW,Liberal,WK,Liberal S Kansas ITM Surround Fabricate and install 1 painted aluminum pan sign surround to existing inwall ITM unit.,,Upcoming Mfg.,9/1/26 Install target,Survey needed,2026-04-29,2026-06-17,2026-09-01,2026-06-23,,,,,,,WK,WK,False,2367.66,,0.0,40.0,2026-08-17,J36563 Equity Bank_ITM Surround.pdf,In Process,True,,Metal Only,in_progress,,in_progress,in_progress
J37683,Air Capital Wealth Management,AS,Hutchinson,WK,"Remove wall sign. Bring to Lumineo shop, take routed faces off, install new routed faces with perforated vinyl on plex face. Sand cabinet, and paint new colors (tbd). Reinstall in existing location.",,Upcoming Mfg.,,,2026-05-21,2026-07-09,,2026-07-15,,,,,,,WK,WK,False,4724.89,0.0,0.0,18.0,,J37683 Air Capital Wealth Management - wall sign reface.pdf,In Process,True,,,,,,
J37684,Air Capital Wealth Management,AS,Hutchinson,WK,"Remove logo of Rolling Plains Financial logo at top. Furnish and install (1) new cut white vinyl reading of customer logo. Furnish and install (1) reading saying ""Wyatt Fouts, CRPC (registration mark), this to be placed in blank space under Debra Caffrey.",,Upcoming Mfg.,,,2026-05-20,2026-07-08,,2026-07-14,,,,,,,WK,WK,False,239.81,0.0,0.0,19.0,,J37684 Air Capital Wealth Management - door vinyl update.pdf,In Process,True,,,,,,
J36701,DODGE CITY USD #443,NH,Dodge City,WK,"DIRECTIONAL SIGN (@ MEMORIAL STADIUM ENTRANCE): Furnish and install (1) 2' 6""h x 5'w double-face, non-illuminated aluminum post & panel sign (PMS 661 blue enamel finish, 4""x4"" aluminum posts, vinyl graphics). Hand-dig holes & set the posts in Sackcrete to grade. (4' 6"" OAH). *10' setback from the curb.",,Upcoming Mfg.,,,2026-05-20,2026-07-08,,2026-07-14,,,,,,,WK,WK,False,3729.93,0.0,0.0,19.0,,J36701 DODGE CITY USD 443.pdf,In Process,True,,,,,,
J37685,Air Capital Wealth Management,AS,Hutchinson,WK,"Remove and dispose of (2) parking signs with customer old logo and Client Parking Only, measuring 12""x18"". Furnish and install (2) where existing signs are (2) slightly bigger client parking signs. Signs to be rounded corner aluminum panels with digital print applied and installed on brick wall. Signs will have new logo at the top and ""Client Parking Only"" on digital print.",,Upcoming Mfg.,,,2026-05-20,2026-07-08,,2026-07-14,,,,,,,WK,WK,False,580.97,0.0,0.0,19.0,,J37685 Air Capital Wealth Management - parking signs.pdf,In Process,True,,,,,,
J35025,BLUESTEM COMMUNITIES - CORPORATE,AS,McPherson,WK,Post and panel directional,,Upcoming Mfg.,,Survey needed,2026-05-26,2026-07-14,,2026-07-20,,,,,,,WK,WK,False,3045.36,0.0,0.0,13.0,,J35025 Bluestem Communities - p&p sign.pdf,In Process,True,,,,,,
J35023,BLUESTEM COMMUNITIES - CORPORATE,AS,McPherson,WK,Pan on existing monument - E. 1st & Maxwell,,Upcoming Mfg.,,Survey needed,2026-05-26,2026-07-14,,2026-07-20,,,,,,,WK,WK,False,4808.98,0.0,0.0,13.0,,J35023 Bluestem Communities - Cedars 1st & Maxwell.pdf,In Process,True,,,,,,
J35022,BLUESTEM COMMUNITIES - CORPORATE,AS,McPherson,WK,Pan overlay on existing monument - 1st & Cedar,,Upcoming Mfg.,,Survey needed,2026-05-26,2026-07-14,,2026-07-20,,,,,,,WK,WK,False,7635.2,0.0,0.0,13.0,,J35022 Bluestem Communities - Cedars.pdf,In Process,True,,,,,,
J37794,Reign Wealth Advisors,NH,Dodge City,WK,re-face wall sign cabinet,,Upcoming Mfg.,need survey on trim size,Survey needed,2026-05-27,2026-07-15,,2026-07-21,,,,,,,WK,WK,False,1956.78,0.0,0.0,12.0,,J37794 REIGN WEALTH ADVISORS .pdf,In Process,True,,,,,,
J37279,Koch Fertilizer,NH,Dodge City,WK,OPT 2A -4x20 ACM,,Upcoming Mfg.,,,2026-05-28,2026-07-16,,2026-07-22,,,,,,,WK,WK,False,1892.19,0.0,0.0,11.0,,J37279 KOCH FERTILIZER.pdf,Added,True,,,,,,
J19253,Scott City HealthMart Pharmacy,NH,Scott City,WK,wall sign re-face Opt 2,,Upcoming Mfg.,,,2026-05-29,2026-07-17,,2026-07-23,,,,MIRATEC,,,WK,WK,False,2729.48,0.0,0.0,10.0,,J19253 SCOTT CITY HEALTHMART PHARMACY.pdf,Added,True,,,,,,
J34808,Salina First United Methodist Church,DP,Salina,WK,"Furnish and install (3) total aluminum pan signs with digitally printed applied graphics. (1) 5' x 5' Front entrance aluminum pan sign. Returns to be painted to match graphic. Sign to mount to brick wall to left of main entrance doors. (1) 2' 3"" x 1' 3"" Elevator and Sanctuary Entrance sign with handicap accessible image. Returns to be painted to match graphic. Sign to mount to right of main entrance doors. Signs to not mount flush to ground. (1) Dimensional pan sign that will mount to a slightly curved wall. Customer does not want any space between the sign and stone above and below signs and may need filler at top and bottom of each sign (painted to match Dk Bronze backer pan). Backer panel to be 5' x 8' 11 3/4"" and will be painted Dk. Bronze with Dk. Bronze returns. On bronze backer pan, install (3) raised pans with digitally prints applied to each face. Returns on each raised panel to be painted to color match graphic base colors of red, purple and blue. *See notes to city about mounting method that we need to use.",,Upcoming Mfg.,,,2026-06-01,2026-07-20,,2026-07-26,,,,,,,WK,WK,False,9601.75,0.0,0.0,7.0,,34808 FINAL Salina First Methodist Church_Various pans.pdf,Added,True,,,,,,
J38015,PEOPLES BANK & TRUST,CC,McPherson,WK,"Remove the existing panels from two development signs at the Autumn Wood housing development, leaving wood post uprights. Bring panels back to Hutch shop. Receive new art files, for new prints. Apply new prints and then re-install the panels on wood posts.",,Upcoming Mfg.,printed and given to Chuck,,2026-06-02,2026-07-21,,2026-07-27,,,,,,,WK,WK,False,,0.0,0.0,6.0,,,Added,True,,,,,,
J37599,Cathedral of Our Lady of Guadalupe,NH,Dodge City,WK,"LED DISPLAY & FLAT ALUMINUM LOGO ON MASONRY MONUMENT SIGN BASE (OPTION 3A): Furnish and install (1) 4' 5""h x 8' 3""w single-face, 6mm, 192x384, RGB full-color ""WatchFire"" electronic message center cabinet to mount flush on the masonry sign base (being constructed by others. Furnish and install (1) 3' 8""h x 3' 1/8”w flat-cut-out aluminum ""Sacred Heart"" logo (1/2"" thick, stud-mount flush, #3130 Duranodic bronze enamel finish, with applied digitally-printed vinyl/UV laminate). *ORIGINAL PAN LOGO THAT WAS QUOTED DIRECT TO HUTTON TO BE DELETED. . . *THE CUSTOMER IS RESPONSIBLE FOR RUNNING POWER TO THE SIGN LOCATION (EMC load = 23amps, 120v). Includes GOLD PLAN 5yr parts & labor warranty, Broadband wireless communications (with prepaid lifetime data plan), ‘lab near me’ temp reference, grounding accommodations, programming software for customer's PC, setup, on-site software training, access to LN Help Desk, (5) start up slides, and programmer retraining for 5yrs if needed.",,Upcoming Mfg.,,,2026-06-03,2026-07-22,,2026-07-28,,,,,,,WK,WK,False,42767.85,0.0,0.0,5.0,,J37599 CATHEDRAL OF OUR LADY OF GUADALUPE.pdf,Added,True,,,,,,
J29295,OUR LADY OF PRESENTATION CATHOLIC CHURCH,SP,"Lee's Summit, MO",NEK,"NEW PLANTER BOXES WITH BELL TOWER NEW PLANTER BOXES WITH BELL TOWER IN LANDSCAPING BED ( Option C ) - Produce/install four (4) individual Benchmark EPS custom faux stone planter boxes like Benchmark EPS monument sign bases with planters having aluminum caps painted Sherwin SW7505 Stone Lion and boxes to be secured/attached to a new concrete perimeter pads which Lumineo is to produce. Then produce/install one (1) four sided 13'9"" tall x 4' square bell tower structure (using churches existing approx 1500 # bell) with an FCO aluminum cross at top - entire structure painted Sherwin SW7048 Urbane Bronze.",,Mfg. Ready for Planning,,Survey needed,2026-03-10,2026-04-28,,2026-05-04,,,,,,,WK,NEK,False,50341.0,0.0,0.0,90.0,,J29295 Our Lady of Presentation_planter box_bell tower_optC.pdf,In Process,True,,,,,,
J33678,DISABILITY SUPPORTS,AS,Hutchinson,WK,"airport space Work with Howerton White design to specify, furnish and install airport display. Customer to contract with electrician for modifications to existing electrical, and provide 37"" monitor and wall mount device for monitor. Customer to determine if airport Wi Fi adequate for providing changing content to the monitor or if it should be provided via flash drive.",,Mfg. Ready for Planning,,Survey needed,2026-04-30,2026-06-18,,2026-06-24,,,,GEMINI,,,WK,WK,False,16634.77,,0.0,39.0,,"DISABILITY SUPPORTS J33678 Stamped Ceiling tile.png, 25_DSI12907_Airport_Display_Final_01 (1).pdf",In Process,True,,,in_progress,in_progress,in_progress,
J37837,HUTCHINSON COMMUNITY COLLEGE,AS,Hutchinson,WK,T/M alumni of year,,Mfg. Ready for Planning,,Survey needed,2026-05-26,2026-07-14,,2026-07-20,,,,,,,WK,WK,False,,0.0,0.0,13.0,,J37837 HUTCHINSON COMMUNITY COLLEGE_ ALUM WALL 2026 UPDATE.pdf,In Process,True,,,,,,
J30941,Snodgrass & Sons Construction (McConnel AFB),DW,Wichita,WK,McConnel AFB Dog Kennel - Panel Signs,Rush,Mfg. Ready for Planning,6/29 date,,2026-05-28,2026-07-16,,2026-07-22,,,,,,,WK,WK,False,1180.6,0.0,0.0,11.0,,J30941 McConnel AFB Misc Metal Signs REV 4 FINAL.pdf,Added,True,,,,,,
J37689,EQUITY BANK,DW,"Altus, OK",WK,Remove existing vinyl. Furnish and install new first surface white vinyl.,,Mfg. Ready for Planning,,,2026-06-02,2026-07-21,,2026-07-27,,,,,,,WK,WK,False,715.62,0.0,0.0,6.0,,J37689 Equity Bank_Altus For Lease Vinyl.pdf,Added,True,,,,,,
J37854,McPherson Co Building,DP,McPherson,WK,"Furnish and install white cut applied vinyl graphics on the following doors: West glass entrance door: ""County Building Hours: 8:00 a.m. - 5:00 p.m. After Hours Public Meetings: USE EAST ENTRANCE"" Northeast glass entrance door: ""After Hours Public Meeting Entrance"" and ""200 North Maple"" above entrance doors (centered). East glass entrance doors: ""County Building Hours: 8:00 a.m. - 5:00 p.m. After Hours Public Meeting Entrance: USE ENTRANCE TO NORTH""",,Mfg. Ready for Planning,,,2026-06-03,2026-07-22,,2026-07-28,,,,,,,WK,WK,False,620.86,0.0,0.0,5.0,,J37854 FUQUA CONSTRUCTION.pdf,Added,True,,,,,,
J36039,The Coop Chicken Fingers,AS,Wichita,WK,"Furnish and Install (1) 2'-8 3/8""(h) x 8-1 3/4""(w) Internally Illuminated routed cabinet backed with white plex with digital print overlay. Sign to install on side elevation. Customer to check with electrician about power to the wall. Permits to be added to final invoice",RED DATE,Mfg. Ready for Planning,,,2026-06-03,2026-07-22,,2026-07-28,,,,MIRATEC,,,WK,WK,False,11040.24,0.0,0.0,5.0,,J36039 The Coop Chicken Fingers (Wichita)_Side Wall sign.pdf,Added,True,,,,,,
J36077,The Coop Chicken Fingers,AS,Wichita,WK,Remove old faces to directional sign. Furnish and install (2) plex faces with digitally printed translucent vinyl over lays. Faces to have the logo up top and Drive Thru below and an arrow. Lighting repairs not included in this quote.,RED DATE,Mfg. Ready for Planning,,,2026-06-03,2026-07-22,,2026-07-28,,,,MIRATEC,,,WK,WK,False,1371.11,0.0,0.0,5.0,,J36077 The Coop Chicken Fingers (Wichita)_directional faces.pdf,Added,True,,,,,,
J36040,The Coop Chicken Fingers,AS,Wichita,WK,"Remove and dispose of lower cabinet on pole. On existing pole, furnish and install (1) 5' tall x 10' wide double sided internally illuminated sign cabinet. Cabinet to be painted customer outline color and to have white plex and full digital print overlays with customer brand and Drive Thru on sign face. Customer to check with electrician to see if power is present. Cost of permit to be added to final invoice.",RED DATE,Mfg. Ready for Planning,,,2026-06-03,2026-07-22,,2026-07-28,,,,MIRATEC,,,WK,WK,False,12457.79,0.0,0.0,5.0,,J36040 The Coop Chicken Fingers (Wichita) _pole sign cabinet.pdf,Added,True,,,,,,
J37417,The Coop Chicken Fingers,AS,Wichita,WK,Furnish & Install (1) 5’-0”(h) x 5’-0.75”(w) irregular shaped pan logo with flush mounted LED Flexibrite stripes to create a Sign to install on the front elevation facing rock road centered on over windows,RED DATE,Mfg. Ready for Planning,,,2026-06-03,2026-07-22,,2026-07-28,,,,GRIMCO,,,WK,WK,False,7315.77,0.0,0.0,5.0,,J37417 The Coop Chicken Fingers (Wichita)_ faux neon pan sign.pdf,Added,True,,,,,,
J33999,G Alexander Construction LLC - Disability Supports,AS,McPherson,WK,"204 monument Remove sign from base and poles. Bring to shop for full refurb. Replace damaged faces with ""Disability Supports"" and logo element. Routed push thru copy with clear plex with applied white vinyl backing for replacement faces as it was previously, digital prints for logo element. Bondo top of sign before paint of any hail damage. Sand, prime, and repaint sign. Any needed sign permits to be added onto final invoice. Refurb pricing does not include any retrofitting internal illumination to LED components.",,Refurb - Awaiting Removal,,Survey needed,2026-04-30,2026-06-18,2026-06-30,2026-06-24,,,,,,,WK,WK,False,10610.18,,0.0,39.0,2026-06-15,J33999 DISABILITY SUPPORTS (G ALEXANDER CONST)_Monument refurb.pdf,In Process,True,,Metal w/ Push thru,in_progress,in_progress,in_progress,
J34000,G Alexander Construction LLC - Disability Supports,AS,McPherson,WK,"501 Monument Remove sign from base and poles. Bring to shop along with listing cabinet stored in the basement of their office. Replace damaged faces with ""Disability Supports"" and logo element. Routed push thru copy with clear plex with applied white vinyl backing for replacement faces as it was previously, digital prints for logo element. Bondo top of sign before paint of any hail damage. Sand, prime, and repaint sign. Any needed sign permits to be added onto final invoice. Refurb pricing does not include any retrofitting internal illumination to LED components.",,Refurb - Awaiting Removal,,Survey needed,2026-04-30,2026-06-18,2026-06-30,2026-06-24,,,,,,,WK,WK,False,9702.69,,0.0,39.0,2026-06-15,J33400 DISABILITY SUPPORTS (G ALEXANDER CONST)_Monument refurb.pdf,In Process,True,,Metal w/ Push thru,in_progress,in_progress,in_progress,
J37422,Cris Corey State Farm (Refurb Copy),AS,Hutchinson,WK,"Refurb Remove, repaint sign, base and reveal black, replace lighting, furnish two new plex faces 36x96 same graphics as current, graphics on pole cover per new layout, 21x96, reinstall. Proposal includes 5-year parts and labor warranty. Please coordinate removal with paint and with the acrylic face timeline so they can have a quick turnaround once the sign has been removed and will not be without sign too long.",,Refurb - Awaiting Removal,,Survey needed,2026-04-29,2026-06-17,,2026-06-23,,,,MIRATEC,20132,SHIPPING,WK,WK,False,,,0.0,40.0,,J37422 STATE FARM CHRIS COREY_ REFURB.pdf,Placeholder,True,"Hutch,Outsourced",,,in_progress,in_progress,in_progress
J37290,Fine Art of Family Dentistry (Refurb Copy),DP,Salina,WK,"Remove existing 2'6"" x 8' single face monument sign, move to Lumineo Plant. Sand, patch and repaint all finishes, new paint to be black. Remove ""Lynn R. Wuthnow, DDS"" and add ""Sara E. Gassman, DDS"". Reinstall at same location.",,Refurb - Awaiting Removal,,Survey needed,2026-05-11,2026-06-29,,2026-07-05,,,,GEMINI,20331,ORDERED,WK,WK,False,,,0.0,28.0,,document - 2026-05-12T092137.878.pdf,Placeholder,True,,,,in_progress,,
J34403,MERITRUST CREDIT UNION,CC,"Boulder, CO",WK,"New internallly illuminated single face cabinet for Gunbarrel branch Boulder Remove existing sign cabinet from the front of tenant space. Furnish and install a new, internally illuminated sign cabinet with routed copy. The routed copy will be backed with white acrylic, decorated with translucent vinyl to match PMS 1797C red. Proposal also includes removing and disposing of the wall sign on the rear elevation. This sign will not be replaced with a new sign. Reference design CC-J34403. Permit to be secured and invoiced as a separate line item on final invoice. Label for job location and ship product to: DaVinci Sign Systems 4496 Bents Drive - Unit A Windsor, CO 80550",,MFG - Routing,order released from hold 5/29,Survey needed,2025-12-16,2026-02-03,2026-07-17,2026-02-09,,,,,,,WK,WK,False,8981.84,,0.0,174.0,2026-07-02,J34403 Meritrust Credit Union_IL routed cabinet.pdf,In Process,True,Hutch,Metal & Backed,in_progress,in_progress,in_progress,
J34830,MERITRUST CREDIT UNION,CC,"Broomfield, CO",WK,"Remove and dispose of the existing monument sign off site. Furnish and install a new internally illuminated all aluminum construction monument sign with routed copy. Routed copy to be backed with white acrylic, with white LED illumination. The topper section will have white reflective vinyl applied to each side. Reference design CC-J34830. Permit to be secured and invoiced as a separate line item on final billing.",,MFG - Routing,off hold 5/1 permit waver (original order day 12/26/25),Survey needed,2026-05-01,2026-06-19,2026-06-23,2026-06-25,,,,,,,WK,WK,False,,,0.0,38.0,2026-06-08,document - 2025-12-31T072826.528.pdf,In Process,True,Hutch,Metal w/ Push thru,in_progress,in_progress,in_progress,in_progress
J37095,Intellicents,TC,Wichita,WK,"Interior Reception Sign - Intellicents Remove and dispose of existing acrylic sign. Furnish and Install one (1) 4'-0"" (H) x 8'-0"" (W) x 1/2"" (D) clear acrylic with applied digitally printed vinyl graphics of Intellicents logo. Re-use existing ACM backer panel and standoffs. Reference design TC-J37095.",,MFG - Routing,,Survey needed,2026-04-27,2026-06-15,2026-06-15,2026-06-21,,,,GREGORY,20117,RECEIVED,WK,WK,False,2408.65,,0.0,42.0,2026-05-31,J37095 INTELLICENTS.pdf,In Process,True,Outsourced,1/2 plex,,,in_progress,
J31949,"Stone Creek Station (GC Investments, Inc)  (Routing Copy)",NH,Garden City,WK,"MONUMENT SIGN @ THE COURTYARD: Furnish and install (1) new single-face sign, consisting of (1) 2' 4 13/16""h x 8'w x 8""d irregular-shaped single-face aluminum cabinet (white enamel finish) with routed copy/logo, internal-LED-illumination, push-thru plex letters, custom digitally-printed gold vinyl overlay, 3630-22 black vinyl overlay), with a 3-piece flat-cut-out aluminum ""accent bars"" (3/8"" deep, Pantone #4515 enamel finish), stud-mounted flush, and (1) 2'h x 7' 8""w x 4""d painted aluminum polecover (black enamel finish). Set new base steel (excavation through dirt, concrete to grade). *ASSUMES THE CUSTOMER WILL LANDSCAPE AROUND THE SIGN. On the return trip, weld the signage to the poles. *THE CUSTOMER IS RESPONSIBLE FOR RUNNING POWER TO THE SIGN LOCATION.",,MFG - Routing,,Survey needed,2026-05-01,2026-06-19,2026-06-19,2026-06-25,,,,"GEMINI,GREGORY",20320 / 20327,ORDERED,WK,WK,False,,0.0,0.0,38.0,2026-06-04,document - 2026-05-04T092404.642.pdf,Placeholder,True,"Hutch,Outsourced",1/2 plex,,,,
J36938,Community National Bank and Trust (Routing Copy),CC,Wichita,WK,"Furnish new pylon sign for CNB&T Wichita Provide labor, materials, and equipment to fabricate and install a new, internally illuminated CNB ID cabinet and pole cover with address numerals. Reference design CC-J36938. Upper ID cabinet to have routed copy, backed with 1/2"" thick, push-thru acrylic. The CNB logo on the faces of the cabinet to be internally illuminated trim capped logos, with vinyl graphics applied to white acrylic faces. The top of cabinet to have a custom fabricated topper, trimmed with red, LED tube. Address numerals on pole cover base to be attached, 1/4"" thick, machine routed aluminum. The LED display to be provided by separate vendor, but this proposal includes providing framed out section to accommodate installers LED modules. The stone base to be supplied by GC. Lumineo Signs will coordinate with site super and electrician when we dig our footing for the new support pipe. Permit will be secured by Lumineo Signs and invoiced at cost on final billing.",,MFG - Routing,1st of July install,Survey needed,2026-04-16,2026-06-04,2026-06-30,2026-06-10,,,,"SIGN HOUSE,GEMINI",20161 / 20162,ORDERED,WK,WK,False,,,0.0,53.0,2026-06-15,J36938 Community Bank and Trust_double face sign revised.pdf,Placeholder,True,Hutch,Metal w/ Push thru,in_progress,in_progress,in_progress,
J34000,G Alexander Construction LLC - Disability Supports (Routing Copy),AS,McPherson,WK,"501 Monument Remove sign from base and poles. Bring to shop along with listing cabinet stored in the basement of their office. Replace damaged faces with ""Disability Supports"" and logo element. Routed push thru copy with clear plex with applied white vinyl backing for replacement faces as it was previously, digital prints for logo element. Bondo top of sign before paint of any hail damage. Sand, prime, and repaint sign. Any needed sign permits to be added onto final invoice. Refurb pricing does not include any retrofitting internal illumination to LED components.",,MFG - Routing,,Survey needed,2026-04-30,2026-06-18,2026-06-30,2026-06-24,,,,,,,WK,WK,False,,,0.0,39.0,2026-06-15,J33400 DISABILITY SUPPORTS (G ALEXANDER CONST)_Monument refurb.pdf,Placeholder,True,,Metal w/ Push thru,in_progress,in_progress,in_progress,
J33999,G Alexander Construction LLC - Disability Supports (Routing Copy),AS,McPherson,WK,"204 monument Remove sign from base and poles. Bring to shop for full refurb. Replace damaged faces with ""Disability Supports"" and logo element. Routed push thru copy with clear plex with applied white vinyl backing for replacement faces as it was previously, digital prints for logo element. Bondo top of sign before paint of any hail damage. Sand, prime, and repaint sign. Any needed sign permits to be added onto final invoice. Refurb pricing does not include any retrofitting internal illumination to LED components.",,MFG - Routing,,Survey needed,2026-04-30,2026-06-18,2026-06-30,2026-06-24,,,,,,,WK,WK,False,,,0.0,39.0,2026-06-15,J33999 DISABILITY SUPPORTS (G ALEXANDER CONST)_Monument refurb.pdf,Placeholder,True,,Metal w/ Push thru,in_progress,in_progress,in_progress,
