lni_name,lni_current_status,lni_process,lni_priority,lni_region,lni_sales,lni_location,lni_description,lni_job_notes,lni_ready_for_install,lni_order_date,lni_mfg_target_modified,lni_scheduled_install,lni_date_installed,lni_date_to_admin,lni_vendor,lni_po_number,lni_vendor_status,lni_mfg_region,lni_install_region,lni_value,lni_ul_sign,lni_graphics,lni_routing_type,lni_metal,lni_assembly,lni_plex_application,lni_vinyl_prod
J29295 / OUR LADY OF PRESENTATION CATHOLIC CHURCH,Mfg. Ready for Planning,In Process,,NEK,SP,"Lee's Summit, MO","NEW PLANTER BOXES WITH BELL TOWER NEW PLANTER BOXES WITH BELL TOWER IN LANDSCAPING BED (   Option C    )  - Produce/install four (4) individual Benchmark EPS custom faux stone planter boxes like Benchmark EPS monument sign bases with planters having aluminum caps painted Sherwin SW7505 Stone Lion and boxes to be secured/attached to a new concrete perimeter pads which Lumineo is to produce. Then produce/install one (1) four sided 13'9"" tall x 4' square bell tower structure (using churches existing approx 1500 # bell) with an FCO aluminum cross at top - entire structure painted Sherwin SW7048 Urbane Bronze.",,Survey needed,2026-03-10,2026-04-28,,,,,,,WK,NEK,50341,No,,,,,,
J33678 / DISABILITY SUPPORTS,Mfg. Ready for Planning,In Process,,WK,AS,Hutchinson,"airport space Work with Howerton White design to specify, furnish and install airport display.  Customer to contract with electrician for modifications to existing electrical, and provide 37"" monitor and wall mount device for monitor.  Customer to determine if airport Wi Fi adequate for providing changing content to the monitor or if it should be provided via flash drive.",,Survey needed,2026-04-30,2026-06-18,,,,GEMINI,,,WK,WK,16634.77,No,,,/,/,/,
J37837 / HUTCHINSON COMMUNITY COLLEGE,Mfg. Ready for Planning,In Process,,WK,AS,Hutchinson,T/M alumni of year,,Survey needed,2026-05-26,2026-07-14,,,,,,,WK,WK,,No,,,,,,
J30941 / Snodgrass & Sons Construction (McConnel AFB),Mfg. Ready for Planning,Added,Rush,WK,DW,Wichita,McConnel AFB Dog Kennel - Panel Signs,6/29 date,,2026-05-28,2026-07-16,,,,,,,WK,WK,1180.6,No,,,,,,
J37689 / EQUITY BANK,Mfg. Ready for Planning,Added,,WK,DW,"Altus, OK",Remove existing vinyl. Furnish and install new first surface white vinyl.,,,2026-06-02,2026-07-21,,,,,,,WK,WK,715.62,No,,,,,,
J37854 / McPherson Co Building,Mfg. Ready for Planning,Added,,WK,DP,McPherson,"Furnish and install white cut applied vinyl graphics on the following doors:   West glass entrance door: ""County Building Hours: 8:00 a.m. - 5:00 p.m. After Hours Public Meetings: USE EAST ENTRANCE"" Northeast glass entrance door: ""After Hours Public Meeting Entrance"" and ""200 North Maple"" above entrance doors (centered). East glass entrance doors:  ""County Building Hours: 8:00 a.m. - 5:00 p.m. After Hours Public Meeting Entrance: USE ENTRANCE TO NORTH""",,,2026-06-03,2026-07-22,,,,,,,WK,WK,620.86,No,,,,,,
J36039 / The Coop Chicken Fingers,Mfg. Ready for Planning,Added,RED DATE,WK,AS,Wichita,"Furnish and Install (1) 2'-8 3/8""(h) x 8-1 3/4""(w) Internally Illuminated routed cabinet backed with white plex with digital print overlay.  Sign to install on side elevation.  Customer to check with electrician about power to the wall. Permits to be added to final invoice",,,2026-06-03,2026-07-22,,,,MIRATEC,,,WK,WK,11040.24,No,,,,,,
J36077 / The Coop Chicken Fingers,Mfg. Ready for Planning,Added,RED DATE,WK,AS,Wichita,Remove old faces to directional sign. Furnish and install (2) plex faces with digitally printed translucent vinyl over lays.  Faces to have the logo up top and Drive Thru below and an arrow. Lighting repairs not included in this quote.,,,2026-06-03,2026-07-22,,,,MIRATEC,,,WK,WK,1371.11,No,,,,,,
J36040 / The Coop Chicken Fingers,Mfg. Ready for Planning,Added,RED DATE,WK,AS,Wichita,"Remove and dispose of lower cabinet on pole.  On existing pole, furnish and install (1) 5' tall x 10' wide double sided internally illuminated sign cabinet.  Cabinet to be painted customer outline color and to have white plex and full digital print overlays with customer brand and Drive Thru on sign face.  Customer to check with electrician to see if power is present. Cost of permit to be added to final invoice.",,,2026-06-03,2026-07-22,,,,MIRATEC,,,WK,WK,12457.79,No,,,,,,
J37417 / The Coop Chicken Fingers,Mfg. Ready for Planning,Added,RED DATE,WK,AS,Wichita,Furnish & Install (1) 5’-0”(h) x 5’-0.75”(w) irregular shaped pan logo with flush mounted LED Flexibrite stripes to create a Sign to install on the front elevation facing rock road centered on over windows,,,2026-06-03,2026-07-22,,,,GRIMCO,,,WK,WK,7315.77,No,,,,,,
J33999 / G Alexander Construction LLC - Disability Supports,Refurb - Awaiting Removal,In Process,,WK,AS,McPherson,"204 monument Remove sign from base and poles.  Bring to shop for full refurb.  Replace damaged faces with ""Disability Supports"" and logo element. Routed push thru copy with clear plex with applied white vinyl backing for replacement faces as it was previously, digital prints for logo element. Bondo top of sign before paint of any hail damage.  Sand, prime, and repaint sign.    Any needed sign permits to be added onto final invoice.  Refurb pricing does not include any retrofitting internal illumination to LED components.",,Survey needed,2026-04-30,2026-06-30,,,,,,,WK,WK,10610.18,No,,Metal w/ Push thru,/,/,/,
J34000 / G Alexander Construction LLC - Disability Supports,Refurb - Awaiting Removal,In Process,,WK,AS,McPherson,"501 Monument Remove sign from base and poles.  Bring to shop along with listing cabinet stored in the basement of their office.  Replace damaged faces with ""Disability Supports"" and logo element. Routed push thru copy with clear plex with applied white vinyl backing for replacement faces as it was previously, digital prints for logo element. Bondo top of sign before paint of any hail damage.  Sand, prime, and repaint sign.   Any needed sign permits to be added onto final invoice.  Refurb pricing does not include any retrofitting internal illumination to LED components.",,Survey needed,2026-04-30,2026-06-30,,,,,,,WK,WK,9702.69,No,,Metal w/ Push thru,/,/,/,
J37422 / Cris Corey State Farm (Refurb Copy),Refurb - Awaiting Removal,Placeholder,,WK,AS,Hutchinson,"Refurb Remove, repaint sign, base and reveal black, replace lighting, furnish two new plex faces 36x96 same graphics as current, graphics on pole cover per new layout, 21x96, reinstall.  Proposal includes 5-year parts and labor warranty.  Please coordinate removal with paint and with the acrylic face timeline so they can have a quick turnaround once the sign has been removed and will not be without sign too long.",,Survey needed,2026-04-29,2026-06-17,,,,MIRATEC,20132,SHIPPING,WK,WK,,No,"Hutch,Outsourced",,,/,/,/
J37290 / Fine Art of Family Dentistry (Refurb Copy),Refurb - Awaiting Removal,Placeholder,,WK,DP,Salina,"Remove existing 2'6"" x 8' single face monument sign, move to Lumineo Plant. Sand, patch and repaint all finishes, new paint to be black. Remove ""Lynn R. Wuthnow, DDS"" and add ""Sara E. Gassman, DDS"". Reinstall at same location.",,Survey needed,2026-05-11,2026-06-29,,,,GEMINI,20331,ORDERED,WK,WK,,No,,,,/,,
J34403 / MERITRUST CREDIT UNION,MFG - Routing,In Process,,WK,CC,"Boulder, CO","New internallly illuminated single face cabinet for Gunbarrel branch Boulder Remove existing sign cabinet from the front of tenant space. Furnish and install a new, internally illuminated sign cabinet with routed copy. The routed copy will be backed with white acrylic, decorated with translucent vinyl to match PMS 1797C red. Proposal also includes removing and disposing of the wall sign on the rear elevation. This sign will not be replaced with a new sign. Reference design CC-J34403. Permit to be secured and invoiced as a separate line item on final invoice. Label for job location and ship product to: DaVinci Sign Systems 4496 Bents Drive - Unit A Windsor, CO  80550",order released from hold 5/29,Survey needed,2025-12-16,2026-07-17,,,,,,,WK,WK,8981.84,No,Hutch,Metal & Backed,/,/,/,
J34830 / MERITRUST CREDIT UNION,MFG - Routing,In Process,,WK,CC,"Broomfield, CO","Remove and dispose of the existing monument sign off site. Furnish and install a new internally illuminated all aluminum construction monument sign with routed copy. Routed copy to be backed with white acrylic, with white LED illumination. The topper section will have white reflective vinyl applied to each side. Reference design CC-J34830. Permit to be secured and invoiced as a separate line item on final billing.",off hold 5/1 permit waver (original order day 12/26/25),Survey needed,2026-05-01,2026-06-23,,,,,,,WK,WK,,No,Hutch,Metal w/ Push thru,/,/,/,/
J37095 / Intellicents,MFG - Routing,In Process,,WK,TC,Wichita,"Interior Reception Sign - Intellicents Remove and dispose of existing acrylic sign. Furnish and Install one (1) 4'-0"" (H) x 8'-0"" (W) x 1/2"" (D) clear acrylic with applied digitally printed vinyl graphics of Intellicents logo. Re-use existing ACM backer panel and standoffs. Reference design TC-J37095.",,Survey needed,2026-04-27,2026-06-15,,,,GREGORY,20117,RECEIVED,WK,WK,2408.65,No,Outsourced,1/2 plex,,,/,
"J31949 / Stone Creek Station (GC Investments, Inc)  (Routing Copy)",MFG - Routing,Placeholder,,WK,NH,Garden City,"MONUMENT SIGN @ THE COURTYARD: Furnish and install (1) new single-face sign, consisting of (1) 2' 4 13/16""h x 8'w x 8""d irregular-shaped single-face aluminum cabinet (white enamel finish) with routed copy/logo, internal-LED-illumination, push-thru plex letters, custom digitally-printed gold vinyl overlay, 3630-22 black vinyl overlay), with a 3-piece flat-cut-out aluminum ""accent bars"" (3/8"" deep, Pantone #4515 enamel finish), stud-mounted flush, and (1) 2'h x 7' 8""w x 4""d painted aluminum polecover (black enamel finish). Set new base steel (excavation through dirt, concrete to grade). *ASSUMES THE CUSTOMER WILL LANDSCAPE AROUND THE SIGN. On the return trip, weld the signage to the poles. *THE CUSTOMER IS RESPONSIBLE FOR RUNNING POWER TO THE SIGN LOCATION.",,Survey needed,2026-05-01,2026-06-19,,,,"GEMINI,GREGORY",20320 / 20327,ORDERED,WK,WK,,No,"Hutch,Outsourced",1/2 plex,,,,
J36938 / Community National Bank and Trust (Routing Copy),MFG - Routing,Placeholder,,WK,CC,Wichita,"Furnish new pylon sign for CNB&T Wichita Provide labor, materials, and equipment to fabricate and install a new, internally illuminated CNB ID cabinet and pole cover with address numerals. Reference design CC-J36938. Upper ID cabinet to have routed copy, backed with 1/2"" thick, push-thru acrylic. The CNB logo on the faces of the cabinet to be internally illuminated trim capped logos, with vinyl graphics applied to white acrylic faces. The top of cabinet to have a custom fabricated topper, trimmed with red, LED tube. Address numerals on pole cover base to be attached, 1/4"" thick, machine routed aluminum. The LED display to be provided by separate vendor, but this proposal includes providing framed out section to accommodate installers LED modules. The stone base to be supplied by GC. Lumineo Signs will coordinate with site super and electrician when we dig our footing for the new support pipe. Permit will be secured by Lumineo Signs and invoiced at cost on final billing.",1st of July install,Survey needed,2026-04-16,2026-06-30,,,,"SIGN HOUSE,GEMINI",20161 / 20162,ORDERED,WK,WK,,No,Hutch,Metal w/ Push thru,/,/,/,
J34000 / G Alexander Construction LLC - Disability Supports (Routing Copy),MFG - Routing,Placeholder,,WK,AS,McPherson,"501 Monument Remove sign from base and poles.  Bring to shop along with listing cabinet stored in the basement of their office.  Replace damaged faces with ""Disability Supports"" and logo element. Routed push thru copy with clear plex with applied white vinyl backing for replacement faces as it was previously, digital prints for logo element. Bondo top of sign before paint of any hail damage.  Sand, prime, and repaint sign.   Any needed sign permits to be added onto final invoice.  Refurb pricing does not include any retrofitting internal illumination to LED components.",,Survey needed,2026-04-30,2026-06-30,,,,,,,WK,WK,,No,,Metal w/ Push thru,/,/,/,
J33999 / G Alexander Construction LLC - Disability Supports (Routing Copy),MFG - Routing,Placeholder,,WK,AS,McPherson,"204 monument Remove sign from base and poles.  Bring to shop for full refurb.  Replace damaged faces with ""Disability Supports"" and logo element. Routed push thru copy with clear plex with applied white vinyl backing for replacement faces as it was previously, digital prints for logo element. Bondo top of sign before paint of any hail damage.  Sand, prime, and repaint sign.    Any needed sign permits to be added onto final invoice.  Refurb pricing does not include any retrofitting internal illumination to LED components.",,Survey needed,2026-04-30,2026-06-30,,,,,,,WK,WK,,No,,Metal w/ Push thru,/,/,/,
J33316 / Greenbush - The Southeast Kansas Service Center (Routing Copy),MFG - Routing,Placeholder,,NEK,"QT,DP",Girard,Greenbush Reception 090925 Produce and install graphics display for reception gathering area.,,Survey needed,2026-02-06,2026-06-16,,,,,,,NEK,NEK,,No,,,,,,
J34690 / Greenbush - The Southeast Kansas Service Center (Routing Copy),MFG - Routing,Placeholder,,NEK,"QT,DP",Girard,Greenbush Timeline 111225 Produce and install one custom wall mounted interior non illuminated wall sign display of timeline,,Survey needed,2026-02-09,2026-06-16,,,,,,,NEK,NEK,,No,,,,,,
J34689 / Greenbush - The Southeast Kansas Service Center (Routing Copy),MFG - Routing,Placeholder,,NEK,"QT,DP",Girard,Greenbush Legacy Builders 111225 Produce and install one custom interior non illuminated wall sign display for Legacy Builders Wall.,,Survey needed,2026-02-09,2026-06-16,,,,,,,NEK,NEK,,No,Outsourced,Metal Only,,,,
J36938 / Community National Bank and Trust,MFG - Chris Metal Fab,In Process,,WK,CC,Wichita,"Furnish new pylon sign for CNB&T Wichita Provide labor, materials, and equipment to fabricate and install a new, internally illuminated CNB ID cabinet and pole cover with address numerals. Reference design CC-J36938. Upper ID cabinet to have routed copy, backed with 1/2"" thick, push-thru acrylic. The CNB logo on the faces of the cabinet to be internally illuminated trim capped logos, with vinyl graphics applied to white acrylic faces. The top of cabinet to have a custom fabricated topper, trimmed with red, LED tube. Address numerals on pole cover base to be attached, 1/4"" thick, machine routed aluminum. The LED display to be provided by separate vendor, but this proposal includes providing framed out section to accommodate installers LED modules. The stone base to be supplied by GC. Lumineo Signs will coordinate with site super and electrician when we dig our footing for the new support pipe. Permit will be secured by Lumineo Signs and invoiced at cost on final billing.",1st of July install,Survey needed,2026-04-16,2026-06-30,,,,"SIGN HOUSE,GEMINI",20161 / 20162,ORDERED,WK,WK,47040.16,No,Hutch,Metal w/ Push thru,/,/,/,
"J36940 / Stone Creek Station (GC Investments, Inc)",MFG - Chris Metal Fab,In Process,,WK,NH,Garden City,"CORNER SIGN (OPTION 2): Furnish and install (1) 12""h x 30'w x 8""d single-face aluminum cabinet (black enamel finish) with individual non-illuminated reverse-channel letters (30""h, Pantone 4515 gold enamel finish, full painted backs), mounted to the face of the 12""h base cabinet, along with flat-cut-out aluminum ""hex bolt heads"" (3/8"" deep, white enamel finish), stud-mounted at the corners. Excavate & form a 31'w x 1' 4""d x 5.5""h concrete mow pad, with steel j-bolts throughout. On the return trip, mount the sign sections on the pad. . . *THE CUSTOMER IS RESPONSIBLE FOR ADDING LANDSCAPING LIGHTS/CAST FIXTURES, AS DESIRED. . . *CUSTOMER TO PLACE A REPLICA PUMPJACK BEHIND THE SIGN, COMPLETELY INDEPENDENT OF THE SIGN. (PRIOR TO PLACEMENT OF THE SIGN).",,Survey needed,2026-05-01,2026-07-03,,,,,,,WK,WK,21836.19,No,Outsourced,Routing Complete,/,/,,
"J31949 / Stone Creek Station (GC Investments, Inc)",MFG - Terry Metal Fab,In Process,,WK,NH,Garden City,"MONUMENT SIGN @ THE COURTYARD: Furnish and install (1) new single-face sign, consisting of (1) 2' 4 13/16""h x 8'w x 8""d irregular-shaped single-face aluminum cabinet (white enamel finish) with routed copy/logo, internal-LED-illumination, push-thru plex letters, custom digitally-printed gold vinyl overlay, 3630-22 black vinyl overlay), with a 3-piece flat-cut-out aluminum ""accent bars"" (3/8"" deep, Pantone #4515 enamel finish), stud-mounted flush, and (1) 2'h x 7' 8""w x 4""d painted aluminum polecover (black enamel finish). Set new base steel (excavation through dirt, concrete to grade). *ASSUMES THE CUSTOMER WILL LANDSCAPE AROUND THE SIGN. On the return trip, weld the signage to the poles. *THE CUSTOMER IS RESPONSIBLE FOR RUNNING POWER TO THE SIGN LOCATION.",,Survey needed,2026-05-01,2026-06-19,,,,"GEMINI,GREGORY",20320 / 20327,ORDERED,WK,WK,10408.44,No,"Hutch,Outsourced",Routing Complete,/,/,/,
J35730 / FUQUA CONSTRUCTION,MFG - Len Metal Fab,In Process,,WK,DP,McPherson,"McPherson Co Office Building - Rev2: Attached you will find our renderings of the signage and elevations of the signage. There are three signs in total, all to be backlit with color changeable LEDs. This is for the McPherson County Building, which is an office structure being remodeled for County use catty-corner from the courthouse. The signs will be mounted on existing walls.",didn't get final info till 3/4/26,Survey needed,2026-02-20,2026-06-29,,,,STEEL ART,19639,RECEIVED,WK,WK,52924.52,No,,,/,/,,
J33724 / Dough Co Donuts,MFG - Need Material Cut,In Process,,WK,AS,Hutchinson,Survey for cut size. Remove existing faces in pole sign. Furnish and install (2) new plex faces with vinyl graphics in pole sign.,survey received 5/18,Survey needed,2026-05-06,2026-06-24,,,,GREGORY,20327,ORDERED,WK,WK,2308.21,No,Outsourced,,,,/,
J36873 / BILLBOARD BUSINESS LLC,MFG - Need Material Cut,In Process,,WK,LNI,Hutchinson,Luke is asking Lumineo to produce and furnish 50 qty. billboard ID tags (3 ft.) for The Billboard Business. Refer to prior discussions with Alex regarding details. See uploaded mockup.,,Survey needed,2026-05-08,2026-06-26,,,,,,,WK,WK,5182.72,No,Hutch,,,,/,/
J37515 / Dodge City Smiles,MFG - Need Material Cut,In Process,,WK,NH,Dodge City,"OPTION 2: Furnish and install (2) new flat plex faces to fit the existing 4'x6' top section of the existing pylon sign (translucent digitally-printed vinyl graphics, UV laminate). Remove and dispose of the existing faces. Slide the new ones into place. *Reference trim size from original order #24627.1... *IF THE SIGN NEEDS ANY ELECTRICAL SERVICE, LUMINEO CAN PROVIDE ON AN ADDITIONAL ""TIME & MATERIALS"" BASIS.",,Survey needed,2026-05-14,2026-07-02,,,,MIRATEC,20262,SHIPPING,WK,WK,2374.87,No,Outsourced,,,,/,
J33316 / Greenbush - The Southeast Kansas Service Center,MFG - Paint Prep / Paint,In Process,,NEK,"QT,DP",Girard,Greenbush Reception 090925 Produce and install graphics display for reception gathering area.,,Survey needed,2026-02-06,2026-06-16,,,,,,,NEK,NEK,5272,No,,,,,,
J34690 / Greenbush - The Southeast Kansas Service Center,MFG - Paint Prep / Paint,In Process,,NEK,"QT,DP",Girard,Greenbush Timeline 111225 Produce and install one custom wall mounted interior non illuminated wall sign display of timeline,,Survey needed,2026-02-09,2026-06-16,,,,,,,NEK,NEK,16210,No,,,,,,
J34689 / Greenbush - The Southeast Kansas Service Center,MFG - Paint Prep / Paint,In Process,,NEK,"QT,DP",Girard,Greenbush Legacy Builders 111225 Produce and install one custom interior non illuminated wall sign display for Legacy Builders Wall.,,Survey needed,2026-02-09,2026-06-16,,,,,,,NEK,NEK,6059,No,Outsourced,Metal Only,,,,
J35471 / MERITRUST CREDIT UNION,MFG - Paint Prep / Paint,In Process,RED DATE,WK,CC,Wichita,"Fabricate and install two, internally illuminated single face sign cabinets with routed, push thru copy. Sign cabinets to install over transom windows on the north and west elevations of tenant space. Cabinets painted DK Bronze to match mullion color. Copy will be clear matt acrylic, pushed through routed copy on faces, and backed with translucent white vinyl. Permit, as required by the city will be invoiced at cost on final billing as a separate line item. 120V service to each sign by others. Reference design CC-J35471.",Install by end of June.,Survey needed,2026-02-19,2026-06-15,,,,,,,WK,WK,19738.43,No,Hutch,Routing Complete,X,/,,
J36861 / First Security Bank,MFG - Paint Prep / Paint,In Process,,WK,DW,Conway Springs,Conway Springs Pylon Option 5 NEEDS SURVEY! Remove and discard existing double face pylon. Reusing pole structure fabricate and install new LED illuminated double face pylon with routed push thru graphics.,,Survey needed,2026-04-06,2026-06-17,,,,,,,WK,WK,34622.35,No,Hutch,Routing Complete,/,/,/,
J37422 / Cris Corey State Farm,MFG - Paint Prep / Paint,In Process,,WK,AS,Hutchinson,"Refurb Remove, repaint sign, base and reveal black, replace lighting, furnish two new plex faces 36x96 same graphics as current, graphics on pole cover per new layout, 21x96, reinstall.  Proposal includes 5-year parts and labor warranty.  Please coordinate removal with paint and with the acrylic face timeline so they can have a quick turnaround once the sign has been removed and will not be without sign too long.",,Survey needed,2026-04-29,2026-06-29,,,,MIRATEC,20132,SHIPPING,WK,WK,7091.19,No,"Hutch,Outsourced",,,/,/,/
"J37303 / Stone Creek Station (GC Investments, Inc)",MFG - Paint Prep / Paint,In Process,,WK,NH,Garden City,"BIG SKY EXTERIOR SIGNS: Furnish & install (1) 4'h x 5' 11 1/2'w single-face, internal-LED-lit oval-shaped wall sign cabinet (red enamel finish, flat plex face, translucent digitally-printed graphics, UV laminate). Mount on the east elevation, centered over the entrance. *THE CUSTOMER IS RESPONSIBLE FOR RUNNING POWER TO THE SIGN LOCATION. . . Furnish and install (3) 6'h x 9' 9 5/8""w single-face, non-illuminated, oval-shaped aluminum pan signs (red enamel finish, opaque digitally-printed graphics, UV laminate). Mount on the south/west/north elevations, centered under the gooseneck fixtures (SUPPLIED BY OTHERS).",,Survey needed,2026-05-01,2026-06-19,,,,,,,WK,WK,17036.17,No,Outsourced,Routing Complete,X,/,/,
"J36888 / Carlson Hydraulics, LLC",MFG - Paint Prep / Paint,In Process,,WK,TC,Wichita,"Furnish and Install one (1) set of 3/8"" (D) non-illuminated, aluminum flat cut out letters (FCOs), painted blue. FCOs to mount on 4'-0"" (H) x 10'-0"" (W) x 2"" (D) brushed aluminum pan sign with radius corners. FCOs to mount to pan sign with 1"" standoffs. Reference design TC-J36888.",,Survey needed,2026-05-08,2026-06-26,,,,GEMINI,20324,ORDERED,WK,WK,5762.7,No,,,X,/,,
J37290 / Fine Art of Family Dentistry,MFG - Paint Prep / Paint,In Process,,WK,DP,Salina,"Remove existing 2'6"" x 8' single face monument sign, move to Lumineo Plant. Sand, patch and repaint all finishes, new paint to be black. Remove ""Lynn R. Wuthnow, DDS"" and add ""Sara E. Gassman, DDS"". Reinstall at same location.",,Survey needed,2026-05-11,2026-07-01,,,,GEMINI,20331,ORDERED,WK,WK,5904.47,No,,,,/,,
J36774 / THRIVE RESTAURANT GROUP,MFG - Paint Prep / Paint,In Process,,WK,DW,"Cedar Falls, IA",Remove and discard existing cabinet. Fabricate and install new LED illuminated sign cabinet with digitally printed flexible faces.  Customer responsible for any applicable sales or use tax to appropriate local taxing authority.,,Survey needed,2026-05-13,2026-07-01,,,,MIRATEC,20235,SHIPPING,WK,WK,21362.84,No,,,X,/,,
J37420 / Commerce Bank C/O CBRE,MFG - Paint Prep / Paint,In Process,,NEK,QT,Kansas City,"Provide labor, equipment and necessary materials to remove and dispose of existing damaged ""Enter"" sign. Produce and install replacement internally LED illuminated sign cabinet.",,Survey needed,2026-05-14,2026-06-16,,,,,,,NEK,NEK,6052.86,No,,Routing Complete,X,/,/,
J34926 / Greenbush - The Southeast Kansas Service Center,MFG - Assembly,In Process,,NEK,"QT,DP",Girard,Greenbush Audiology 112525 Produce and install one (1) single sided non illuminated sign pan with flat cut out lettering for Greenbush logo and Audiology Clinic Main Entrance with a left arrow.,,Survey needed,2026-02-09,2026-06-16,,,,,,,WK,NEK,5441,No,Outsourced,,X,/,,
J34368 / Goodwin Outdoors,MFG - Assembly,In Process,,NEK,QT,Overland Park,Walnut Reserve monument Produce and install one single sided illuminated sign cabinet to mount to customer provided stone base.,,Survey needed,2026-03-16,2026-06-10,,,,,,,WK,NEK,17800,No,Outsourced,,X,/,,
J36121 / Greenbush - The Southeast Kansas Service Center,MFG - Assembly,In Process,,NEK,"QT,DP",Girard,"Greenbush Monument 021326 REMOVE AND DISPOSE OF EXISTING MONUMENT SIGN AND WOOD SUPPORT STRUCTURE INSIDE SIGN. LEAVE STONE PLANTER. PROVIDE EQUIPMENT AND LABOR TO EXCAVATE AND SET NEW STEEL SUPPORT POLE. FURNISH AND INSTALL NEW DOUBLE-SIDED, NON-ILLUMINATED MONUMENT SIGN. ALUMINUM CABINET PAINTED PMS 298C DARK BLUE WITH (2) 3” SQUARE CHANNEL SURROUNDS. 1/4” THICK FLAT CUT OUT LOGO PAINTED PMS 3395C MINT, 725U BROWN AND WHITE. FLAT CUT OUT ADDRESS ON POLE COVER.",,Survey needed,2026-03-26,2026-06-16,,,,,,,WK,NEK,28289,No,Outsourced,,X,/,,
J35899 / Food Bank of Reno County,MFG - Assembly,In Process,,WK,AS,Hutchinson,"Pole sign revision Remove top two pole sign ID cabinets and two arched pole covers above tenant sign, discard.  Furnish and install new internally illuminated flex faced cabinet, 8' x 12' with Food Bank Branding at top in 6 x 12 space and blank space below for future tenant graphics to be added at later date.  Install on existing pole structure after trimming down to needed height. Paint existing cabinet and pole covers black.  This option could meet opposition from city in permitting due to location being grandfathered.  **POWER LINES PRESENT",survey for pole structure / Survey received 5/21,Survey needed,2026-04-10,2026-06-26,,,,MIRATEC,20261,SHIPPING,WK,WK,23584.29,No,Outsourced,,X,/,,
"J36950 / Stone Creek Station (GC Investments, Inc)",MFG - Assembly,In Process,,WK,NH,Garden City,"NORTH EXTERIOR FASCIA SIGN: Furnish and install (1) new 5' 4"" 3/16""h x 22' 3/8""w x 4""d irregular-shaped single-face aluminum cabinet (black enamel finish) with LED-lighted trimcap channel letters (white cans, white plex, white edging, custom digitally-printed gold vinyl overlay, white LED), flat-cut-out aluminum ""hex bolt heads"" (1"" deep, white enamel finish), stud-mounted at the corners, with an aluminum channel ""oil rig"" top ornament (4"" deep, black enamel finish, with mounting plate).  Mount on the ribbed metal siding. *WILL NEEED TRUCK ACCESS PRIOR TO DEVELOPMENT OF THE  COURTS OUT FRONT. . . *THE CUSTOMER IS RESPONSIBLE FOR RUNNING POWER TO THE SIGN LOCATION.",,Survey needed,2026-05-01,2026-06-19,,,,"SIGN HOUSE,GEMINI",20256 / 20319,ORDERED,WK,WK,19691.06,No,,Routing Complete,X,/,,
J36182 / CITY OF GODDARD,MFG - Assembly,In Process,,WK,TC,Goddard,"Fabricate and install two (2) 11'-0"" (H) x 4'-0"" (W) x 1'-0"" (D) single faced, non-illuminated, entryway signs at Goddard North Park. Sign to be painted PMS 7686C, PMS 2985C, with surface mounted 1/2"" (D) brushed aluminum flat cut out letters reading ""GODDARD"" & ""LEGACY BANK PARK"" and feature a brushed aluminum side panel, similar to existing signage on US-54. Sign structure to mount above 5-1/2"" (H) x 4'-6"" (W) x 1'-6"" (D) mow pad. Reference design TC-J36182.",,Survey needed,2026-05-05,2026-06-23,,,,GEMINI,20321,ORDERED,WK,WK,22738.47,No,,Routing Complete,X,/,,
"J37539 / Carlson Hydraulics, LLC",MFG - Assembly,In Process,,WK,TC,Wichita,"Furnish and Install one (1) set of 1'-0"" (H) x 3/8"" (D) non-illuminated, aluminum flat cut out letters (FCOs), reading ""3414"", in a brushed aluminum finish. FCOs to mount flush to a 1'-6"" (H) x 4'-8"" (W) x 1"" (D) backer panel with radius corners, painted blue. Reference design TC-J37539.",,Survey needed,2026-05-08,2026-06-26,,,,GEMINI,20322,ORDERED,WK,WK,2383.59,No,Outsourced,,X,/,,
J36878 / - Leroy Career Technical College,MFG - Assembly,In Process,,NEK,DP,Leroy,PRODUCE AND INSTALL NEW BUILDING SIGNAGE “TITAN” SHIELD - 1/4” THICK FLAT CUT OUT ALUMINUM SHIELD PAINTED WHITE OVERLAID WITH DIGITALLY PRINTED VINYL GRAPHIC (NEED ART FROM CUSTOMER) “CAREER & TECHNICAL EDUCATION” - 1/4” THICK FLAT CUT OUT ALUMINUM LETTERS PAINTED White INSTALL ON 1” DEEP BACKGROUND PAN PAINTED Ash Grey to match building accent colors.,,Survey needed,,2026-06-16,,,,,,,WK,NEK,7988,No,Outsourced,,X,/,,
J35260 / MERITRUST CREDIT UNION,MFG - Assembly & Graphics,In Process,,WK,CC,"Erie, CO","@Furnish and install new double face monument sign for Erie branch Fabricate and install a new internally illuminated monument sign with routed copy and internal LED lighting per design CC-J35260. Routed copy on both faces to be 1/2"" push thru white acrylic, with the exception of the address copy which will just be backed with white acrylic. Main sign cabinet to be painted to match PMS 1797C Red, with the reveals painted to match PMS Grey1C. Proposal includes new footing, new support pipe, block and bricking of the base, using customer supplied brick. Permit to be invoiced as a separate line item on final statement. 120V service to sign by others.",off hold 4/14/26,Survey needed,2026-04-14,2026-06-09,,,,,,,WK,WK,30600.63,Yes,Hutch,Routing Complete,X,/,/,
